t_category|t_city|t_country|t_name|t_prize|t_web_link|t_year|t_id
Continental Team Championships|HoChiMinh|VIE|ROBOT Badminton Asia Mixed Team Championships 2017|none|https://bwfbadminton.com/results/2703/robot-badminton-asia-mixed-team-championships-2017/|2017|2703
Continental Team Championships|Lubin|POL|2017 European Mixed Team Championships|none|https://bwfbadminton.com/results/2754/2017-european-mixed-team-championships/|2017|2754
Continental Junior Team Championships|Noumea|NCL|VICTOR Oceania Junior Mixed Team Championships 2017|none|https://bwfbadminton.com/results/2761/victor-oceania-junior-mixed-team-championships-2017/|2017|2761
Continental Team Championships|SantoDomingo|DOM|XXI Pan Am Championships Team Event Competition|none|https://bwfbadminton.com/results/2989/xxi-pan-am-championships-team-event-competition/|2017|2989
Junior International Series|Oviedo|ESP|IX Spanish Junior 2017|none|https://bwfbadminton.com/results/2785/ix-spanish-junior-2017/|2017|2785
International Challenge|Vienna|AUT|Austrian Open 2017|$20,000|https://bwfbadminton.com/results/2812/austrian-open-2017/|2017|2812
International Series|KAMPALA|UGA|Uganda International 2017|$8,000|https://bwfbadminton.com/results/2813/uganda-international-2017/|2017|2813
Grand Prix Gold|MülheimanderRuhr|GER|YONEX German Open 2017|$120,000|https://bwfbadminton.com/results/2789/yonex-german-open-2017/|2017|2789
Junior International Grand Prix|Haarlem|NED|YONEX Dutch Junior 2017|none|https://bwfbadminton.com/results/2814/yonex-dutch-junior-2017/|2017|2814
International Series|Kingston6|JAM|III Jamaica International 2017|$10,000|https://bwfbadminton.com/results/2894/iii-jamaica-international-2017/|2017|2894
World Superseries Premier|Birmingham|ENG|YONEX All England Open 2017|$600,000|https://bwfbadminton.com/results/2650/yonex-all-england-open/|2017|2650
International Challenge|SãoPaulo|BRA|32nd Brazil International Badminton Cup 2017|$20,000|https://bwfbadminton.com/results/2862/32nd-brazil-international-badminton-cup-2017/|2017|2862
International Series|CaldasdaRainha|POR|52nd Portuguese International 2017|$8,000|https://bwfbadminton.com/results/2790/52nd-portuguese-international-2017/|2017|2790
Junior International Grand Prix|Berlin|GER|YONEX German Junior 2017|none|https://bwfbadminton.com/results/2791/yonex-german-junior-2017/|2017|2791
Grand Prix Gold|Basel|SUI|YONEX Swiss Open 2017|$120,000|https://bwfbadminton.com/results/2651/yonex-swiss-open-2017/|2017|2651
International Series|Lima|PER|III PERU International  Series 2017|$8,000|https://bwfbadminton.com/results/2863/iii-peru-international-series-2017/|2017|2863
International Challenge|Hanoi|VIE|CIPUTRA HANOI - YONEX SUNRISE Vietnam International Challenge 2017|$20,000|https://bwfbadminton.com/results/2860/ciputra-hanoi-yonex-sunrise-vietnam-international-challenge-2017/|2017|2860
Junior Future Series|LIMA|PER|IV PERU JUNIOR U19 INTERNACIONAL 2017 Cancelled!!!|none|https://bwfbadminton.com/results/2864/iv-peru-junior-u19-internacional-2017-cancelled%21%21%21/|2017|2864
Junior International Series|RishonLezion|ISR|Li Ning Israel Junior 2017|none|https://bwfbadminton.com/results/2783/li-ning-israel-junior-2017/|2017|2783
International Challenge|Warszawa|POL|YONEX Polish Open 2017|$20,000|https://bwfbadminton.com/results/2792/yonex-polish-open-2017/|2017|2792
International Series|LaHabana|CUB|XVIII Giraldilla International|$8,000|https://bwfbadminton.com/results/2865/xviii-giraldilla-international/|2017|2865
World Superseries|NewDelhi|IND|YONEX SUNRISE India Open 2017|$325,000|https://bwfbadminton.com/results/2940/yonex-sunrise-india-open/|2017|2940
International Challenge|Osaka|JPN|Osaka International Challenge 2017|$20,000|https://bwfbadminton.com/results/2716/osaka-international-challenge-2017/|2017|2716
International Challenge|ORLEANS|FRA|Orléans International 2017|$20,000|https://bwfbadminton.com/results/2816/orleans-international-2017/|2017|2816
Junior International Series|Milan|ITA|YONEX Italian Junior 2017|none|https://bwfbadminton.com/results/2793/yonex-italian-junior-2017/|2017|2793
World Superseries Premier|Kuching|MAS|CELCOM AXIATA Malaysia Open 2017|$600,000|https://bwfbadminton.com/results/2654/celcom-axiata-malaysia-open/|2017|2654
Junior International Challenge|BANGKOK|THA|YONEX - SHERA - ROZA - BTY Junior International Challenge 2017|none|https://bwfbadminton.com/results/2817/yonex-shera-roza-bty-junior-international-challenge-2017/|2017|2817
International Challenge|Vantaa|FIN|Finnish Open 2017|$20,000|https://bwfbadminton.com/results/2794/finnish-open-2017/|2017|2794
Junior Future Series|Guadalajara|MEX|III YONEX Mexican International U19|none|https://bwfbadminton.com/results/2967/iii-yonex-mexican-international-u19/|2017|2967
Continental Junior Team Championships|Mulhouse|FRA|2017 European Junior Team Championships|none|https://bwfbadminton.com/results/2755/2017-european-junior-team-championships/|2017|2755
World Superseries|SingaporeCity|SGP|OUE Singapore Open 2017|$350,000|https://bwfbadminton.com/results/2655/oue-singapore-open/|2017|2655
Continental Junior Championships|Mulhouse|FRA|2017 European Junior Championships|none|https://bwfbadminton.com/results/2756/2017-european-junior-championships/|2017|2756
Junior International Grand Prix|Jakarta|INA|PEMBANGUNAN JAYA RAYA International Junior Grand Prix 2017 (U19)|none|https://bwfbadminton.com/results/2825/pembangunan-jaya-raya-international-junior-grand-prix-2017-u19/|2017|2825
Future Series|ZAGREB|CRO|Victor Croatian International 2017|none|https://bwfbadminton.com/results/2841/victor-croatian-international-2017/|2017|2841
Continental Team Championships|Benoni|RSA|All Africa Mixed Team Championships 2017|none|https://bwfbadminton.com/results/2992/all-africa-mixed-team-championships-2017/|2017|2992
Grand Prix Gold|Changzhou|CHN|China Masters 2017|$150,000|https://bwfbadminton.com/results/2656/china-masters-2017/|2017|2656
International Series|Wateringen|NED|18th VICTOR Dutch International 2017|$10,000|https://bwfbadminton.com/results/2842/18th-victor-dutch-international-2017/|2017|2842
International Challenge|LIMA|PER|XXII Peru International Challenge 2017|$20,000|https://bwfbadminton.com/results/2866/xxii-peru-international-challenge-2017/|2017|2866
Continental Individual Championships|Johannesburg|RSA|2017 All Africa Individual Championships|none|https://bwfbadminton.com/results/2896/2017-all-africa-individual-championships/|2017|2896
Junior International Series|Sidirokastro|GRE|Hellas Junior 2017|none|https://bwfbadminton.com/results/2818/hellas-junior-2017/|2017|2818
Continental Individual Championships|Wuhan|CHN|Badminton Asia Championships 2017|none|https://bwfbadminton.com/results/2704/badminton-asia-championships-2017/|2017|2704
Continental Individual Championships|Kolding|DEN|2017 European Championships|none|https://bwfbadminton.com/results/2757/2017-european-championships/|2017|2757
Continental Individual Championships|Havana|CUB|XXI Pan American Championships 2017|none|https://bwfbadminton.com/results/2895/xxi-pan-american-championships-2017/|2017|2895
International Challenge|Trang|THA|THE SMILING FISH International Challenge 2017|$20,000|https://bwfbadminton.com/results/2819/the-smiling-fish-international-challenge-2017/|2017|2819
Future Series|Sidirokastro|GRE|Hellas International 2017|none|https://bwfbadminton.com/results/2820/hellas-international-2017/|2017|2820
Junior International Series|Dubrovnik|CRO|Valamar Junior Open 2017|none|https://bwfbadminton.com/results/2891/valamar-junior-open-2017/|2017|2891
International Series|Surabaya|INA|VICTOR International Series 2017|$10,000|https://bwfbadminton.com/results/2821/victor-international-series-2017/|2017|2821
International Series|Medvode|SLO|FZ FORZA Slovenia International 2017|$8,000|https://bwfbadminton.com/results/2839/fz-forza-slovenia-international-2017/|2017|2839
Future Series|Karvina|CZE|Czech International 2017|none|https://bwfbadminton.com/results/2698/czech-international-2017/|2017|2698
BWF Events|GoldCoast|AUS|TOTAL BWF Sudirman Cup 2017|none|https://bwfsudirmancup.bwfbadminton.com/results/2657/total-bwf-sudirman-cup-2017/|2017|2657
Future Series|Timisoara|ROU|Romanian International 2017|none|https://bwfbadminton.com/results/2822/romanian-international-2017/|2017|2822
Grand Prix Gold|Bangkok|THA|SCG Thailand Open 2017|$120,000|https://bwfbadminton.com/results/2949/scg-thailand-open-2017/|2017|2949
Future Series|Jelgava|LAT|YONEX Latvia International 2017|none|https://bwfbadminton.com/results/2858/yonex-latvia-international-2017/|2017|2858
Future Series|Kaunas|LTU|YONEX Lithuanian International 2017|none|https://bwfbadminton.com/results/2853/yonex-lithuanian-international-2017/|2017|2853
World Superseries Premier|Jakarta|INA|BCA Indonesia Open 2017|$1,000,000|https://bwfbadminton.com/results/2658/bca-indonesia-open/|2017|2658
International Challenge|MAdrid|ESP|Spanish International 2017|$20,000|https://bwfbadminton.com/results/2786/spanish-international-2017/|2017|2786
International Series|RoseHill|MRI|Mauritius International 2017|$8,000|https://bwfbadminton.com/results/2823/mauritius-international-2017/|2017|2823
World Superseries|Sydney|AUS|CROWN GROUP Australian Open 2017|$750,000|https://bwfbadminton.com/results/2659/crown-group-australian-open/|2017|2659
Junior International Series|ulaanbaatar|MGL|Mongolia Junior International Series 2017|none|https://bwfbadminton.com/results/2943/mongolia-junior-international-series-2017/|2017|2943
International Series|ulaanbaatar|MGL|Mongolia International Series 2017|$8,000|https://bwfbadminton.com/results/2947/mongolia-international-series-2017/|2017|2947
Junior Future Series|Abidjan|CIV|Ivory Coast Junior International 2017|none|https://bwfbadminton.com/results/2928/ivory-coast-junior-international-2017/|2017|2928
Grand Prix Gold|Taipei|TPE|YONEX Open Chinese Taipei 2017|$200,000|https://bwfbadminton.com/results/2660/yonex-open-chinese-taipei-2017/|2017|2660
Future Series|GUATEMALA|GUA|GUATEMALA FUTURE SERIES 2017|none|https://bwfbadminton.com/results/2974/guatemala-future-series-2017/|2017|2974
Junior International Series|Gatchina|RUS|Russian Junior White Nights 2017|none|https://bwfbadminton.com/results/2912/russian-junior-white-nights-2017/|2017|2912
Future Series|Abidjan|CIV|Ivory Coast International 2017|none|https://bwfbadminton.com/results/2929/ivory-coast-international-2017/|2017|2929
International Challenge|Gatchina|RUS|White Nights 2017|$20,000|https://bwfbadminton.com/results/2913/white-nights-2017/|2017|2913
Future Series|Cotonou|BEN|Benin International 2017|none|https://bwfbadminton.com/results/2930/benin-international-2017/|2017|2930
Grand Prix|Calagry|CAN|2017 YONEX Canada Open|$65,000|https://bwfbadminton.com/results/2662/2017-yonex-canada-open/|2017|2662
International Series|KualaLumpur|MAS|CELCOM AXIATA Malaysia International Series 2017|$8,000|https://bwfbadminton.com/results/2861/celcom-axiata-malaysia-international-series-2017/|2017|2861
Future Series|Yaoundé|CMR|Cameroon Internatonal 2017|none|https://bwfbadminton.com/results/2931/cameroon-internatonal-2017/|2017|2931
Grand Prix|Vladivostok|RUS|Russian Open Grand Prix 2017|$65,000|https://bwfbadminton.com/results/3018/russian-open-grand-prix-2017/|2017|3018
Grand Prix Gold|Anaheim|USA|2017 YONEX US Open|$120,000|https://bwfbadminton.com/results/2987/2017-yonex-us-open/|2017|2987
International Series|CapeCoast|GHA|Ghana International 2017 - CANCELLED|none|https://bwfbadminton.com/results/2932/ghana-international-2017-cancelled/|2017|2932
Continental Junior Team Championships|Jakarta|INA|Pembangunan Jaya Raya Badminton Asia Junior Championships 2017 ( Team Event )|none|https://bwfbadminton.com/results/2705/pembangunan-jaya-raya-badminton-asia-junior-championships-2017-team-event/|2017|2705
Continental Junior Championships|Markhan|CAN|XXVI Pan Am Junior Championships U19|none|https://bwfbadminton.com/results/2897/xxvi-pan-am-junior-championships-u19/|2017|2897
Continental Junior Championships|Jakarta|INA|Pembangunan Jaya Raya Badminton Asia Junior Championships 2017 (Individual Event)|none|https://bwfbadminton.com/results/2706/pembangunan-jaya-raya-badminton-asia-junior-championships-2017-individual-event/|2017|2706
International Challenge|LAGOS|NGR|Lagos International 2017|$20,000|https://bwfbadminton.com/results/2975/lagos-international-2017/|2017|2975
Grand Prix Gold|Auckland|NZL|SKYCITY New Zealand Open 2017|$120,000|https://bwfbadminton.com/results/3024/skycity-new-zealand-open-2017/|2017|3024
International Series|OrangeCounty|USA|2017 Yonex/K&D; Graphics International Series|$8,000|https://bwfbadminton.com/results/2952/2017-yonex-k-d-graphics-international-series/|2017|2952
International Series|Hamilton|NZL|TUI MEDICAL Waikato International 2017|$8,000|https://bwfbadminton.com/results/2776/tui-medical-waikato-international-2017/|2017|2776
Junior International Series|Pazardzhik|BUL|Bulgarian Junior International 2017|none|https://bwfbadminton.com/results/2854/bulgarian-junior-international-2017/|2017|2854
Junior Future Series|RoseHill|MRI|Mauritius Junior International 2017|none|https://bwfbadminton.com/results/2993/mauritius-junior-international-2017/|2017|2993
International Series|Sofia|BUL|Eurasia Bulgarian Open 2017|$8,000|https://bwfbadminton.com/results/2855/eurasia-bulgarian-open-2017/|2017|2855
Junior Future Series|Tacarigua|TTO|Carebaco U19 International|none|https://bwfbadminton.com/results/2994/carebaco-u19-international/|2017|2994
BWF Events|Glasgow|SCO|TOTAL BWF World Championships 2017|none|https://bwfworldchampionships.bwfbadminton.com/results/2663/total-bwf-world-championships-2017/|2017|2663
International Series|Tacarigua|TTO|Carebaco Open|$8,000|https://bwfbadminton.com/results/2995/carebaco-open/|2017|2995
Future Series|Trencin|SVK|YONEX Slovak Open 2017|none|https://bwfbadminton.com/results/2933/yonex-slovak-open-2017/|2017|2933
Junior International Grand Prix|Pune|IND|YONEX SUNRISE India Junior International Grand Prix 2017|none|https://bwfbadminton.com/results/2824/yonex-sunrise-india-junior-international-grand-prix-2017/|2017|2824
International Series|Livadia|GRE|Hellas Open 2017|$8,000|https://bwfbadminton.com/results/2918/hellas-open-2017/|2017|2918
Junior Future Series|Melbourne|AUS|Li-Ning Australian Junior International 2017|none|https://bwfbadminton.com/results/2954/li-ning-australian-junior-international-2017/|2017|2954
Junior International Series|Arad|ROU|Romanian Junior 2017|none|https://bwfbadminton.com/results/2919/romanian-junior-2017/|2017|2919
Junior International Series|Lisburn|IRL|FZ FORZA Irish U19 Open 2017|none|https://bwfbadminton.com/results/2934/fz-forza-irish-u19-open-2017/|2017|2934
Grand Prix|HoChiMinhCity|VIE|YONEX SUNRISE Vietnam Open 2017|$65,000|https://bwfbadminton.com/results/2795/yonex-sunrise-vietnam-open-2017/|2017|2795
Junior International Challenge|Kangar|MAS|CELCOM AXIATA Malaysia International Junior Open 2017|none|https://bwfbadminton.com/results/2920/celcom-axiata-malaysia-international-junior-open-2017/|2017|2920
International Challenge|Kharkiv|UKR|FZ FORZA Kharkiv International 2017|$20,000|https://bwfbadminton.com/results/2921/fz-forza-kharkiv-international-2017/|2017|2921
International Series|Sydney|AUS|LI-NING Sydney International 2017|$8,000|https://bwfbadminton.com/results/2941/li-ning-sydney-international-2017/|2017|2941
Junior International Series|Klaipeda|LTU|YONEX Lithuanian Junior 2017|none|https://bwfbadminton.com/results/2935/yonex-lithuanian-junior-2017/|2017|2935
BWF Events|Cochin|IND|BWF World Senior Championships 2017|none|https://bwfbadminton.com/results/2667/bwf-world-senior-championships-2017/|2017|2667
World Superseries|Seoul|KOR|VICTOR Korea Open 2017|$600,000|https://bwfbadminton.com/results/2668/victor-korea-open/|2017|2668
International Challenge|Leuven|BEL|YONEX Belgian International 2017|$20,000|https://bwfbadminton.com/results/2936/yonex-belgian-international-2017/|2017|2936
Junior International Series|Dnipro|UKR|Ukraine Junior 2017|none|https://bwfbadminton.com/results/2955/ukraine-junior-2017/|2017|2955
World Superseries|Tokyo|JPN|DAIHATSU YONEX Japan Open 2017|$325,000|https://bwfbadminton.com/results/2669/daihatsu-yonex-japan-open/|2017|2669
Junior Future Series|Guatemala|GUA|IV GUATEMALA INTERNATIONAL JUNIOR 2017|none|https://bwfbadminton.com/results/2922/iv-guatemala-international-junior-2017/|2017|2922
International Series|Singapore|SGP|OUE Singapore International Series 2017|$8,000|https://bwfbadminton.com/results/2976/oue-singapore-international-series-2017/|2017|2976
International Series|Aguascalientes|MEX|VIII INTERNATIONAL MEXICANO|$8,000|https://bwfbadminton.com/results/2978/viii-international-mexicano/|2017|2978
International Series|Bierun|POL|VICTOR Polish International 2017|$8,000|https://bwfbadminton.com/results/2948/victor-polish-international-2017/|2017|2948
International Series|AddisAbaba|ETH|Ethiopia International 2017|$8,000|https://bwfbadminton.com/results/2977/ethiopia-international-2017/|2017|2977
Junior International Series|Herstal|BEL|YONEX Belgian Junior 2017|none|https://bwfbadminton.com/results/2937/yonex-belgian-junior-2017/|2017|2937
International Series|GUATEMALA|GUA|HERBALIFE INTERNATIONAL SERIES GUATEMALA 2017|$8,000|https://bwfbadminton.com/results/2923/herbalife-international-series-guatemala-2017/|2017|2923
International Challenge|Brno|CZE|LI-NING Czech Open 2017|$20,000|https://bwfbadminton.com/results/2938/li-ning-czech-open-2017/|2017|2938
Junior International Series|SaintLouis|FRA|3 Borders International Junior 2017|none|https://bwfbadminton.com/results/2956/3-borders-international-junior-2017/|2017|2956
Future Series|Sofia|BUL|BABOLAT Bulgarian International 2017|none|https://bwfbadminton.com/results/2973/babolat-bulgarian-international-2017/|2017|2973
International Series|Bogota|COL|VIII Colombia Iternacional 2017 Cancelled!!!|$8,000|https://bwfbadminton.com/results/2979/viii-colombia-iternacional-2017-cancelled%21%21%21/|2017|2979
Junior International Series|Trencin|SVK|YONEX Slovak Junior 2017|none|https://bwfbadminton.com/results/2980/yonex-slovak-junior-2017/|2017|2980
BWF Events|Yogjakarta|INA|BWF World Junior Mixed Team Championships 2017|none|https://bwfbadminton.com/results/2960/bwf-world-junior-mixed-team-championships-2017/|2017|2960
Grand Prix|Almere|NED|YONEX Dutch Open 2017|$65,000|https://bwfbadminton.com/results/3055/yonex-dutch-open-2017/|2017|3055
Future Series|Santiago|CHI|Chile International  CANCELLED|none|https://bwfbadminton.com/results/2903/chile-international-cancelled/|2017|2903
BWF Events|Yogyakarta|INA|BWF World Junior Championships 2017|none|https://bwfbadminton.com/results/2675/bwf-world-junior-championships-2017/|2017|2675
World Superseries Premier|Odense|DEN|DANISA Denmark Open 2017|$750,000|https://bwfbadminton.com/results/2676/danisa-denmark-open/|2017|2676
International Series|FozdoIguaçu|BRA|4th Mercosul International Series 2017|$8,000|https://bwfbadminton.com/results/2904/4th-mercosul-international-series-2017/|2017|2904
Junior Future Series|SantoDomingo|DOM|II Santo Domingo Junior International|none|https://bwfbadminton.com/results/2996/ii-santo-domingo-junior-international/|2017|2996
Junior International Series|Shymkent|KAZ|APACS Kazakhstan Junior U19 2017|none|https://bwfbadminton.com/results/2981/apacs-kazakhstan-junior-u19-2017/|2017|2981
International Series|SantoDomingo|DOM|VIII Santo Domingo Open|$8,000|https://bwfbadminton.com/results/2997/viii-santo-domingo-open/|2017|2997
World Superseries|Paris|FRA|YONEX French Open 2017|$325,000|https://bwfbadminton.com/results/2677/yonex-french-open/|2017|2677
International Series|Udonthani|THA|Udon International Series 2017 - Cancelled !!|none|https://bwfbadminton.com/results/2925/udon-international-series-2017-cancelled-%21%21/|2017|2925
International Challenge|Semarang|INA|USM Flypower Indonesia International Challenge 2017|$20,000|https://bwfbadminton.com/results/3057/usm-flypower-indonesia-international-challenge-2017/|2017|3057
Future Series|KibbutzHatzor|ISR|Hatzor International 2017|none|https://bwfbadminton.com/results/2958/hatzor-international-2017/|2017|2958
Other|Naniwa-ku|JPN|YONEX Cup International Friendship Ladies Badminton Tournament 2017|none|https://bwfbadminton.com/results/3090/yonex-cup-international-friendship-ladies-badminton-tournament-2017/|2017|3090
International Series|cairo|EGY|Egypt International 2017|$8,000|https://bwfbadminton.com/results/2982/egypt-international-2017/|2017|2982
Junior International Series|Mirna|SLO|TEM Slovenia Junior International 2017|none|https://bwfbadminton.com/results/2939/tem-slovenia-junior-international-2017/|2017|2939
Junior International Series|Espoo|FIN|FZ FORZA Finnish Junior 2017|none|https://bwfbadminton.com/results/2983/fz-forza-finnish-junior-2017/|2017|2983
Other|Shymkent|KAZ|APACS Badminton Asia Regional U19 2017|none|https://bwfbadminton.com/results/3199/apacs-badminton-asia-regional-u19-2017/|2017|3199
Grand Prix Gold|Saarbrücken|GER|Bitburger Badminton Open 2017|$120,000|https://bwfbadminton.com/results/2796/bitburger-badminton-open-2017/|2017|2796
Junior Future Series|Cairo|EGY|Egypt Junior International 2017|none|https://bwfbadminton.com/results/2984/egypt-junior-international-2017/|2017|2984
International Series|VientianeCapital|LAO|BEER LAO International Series 2017|$8,000|https://bwfbadminton.com/results/2985/beer-lao-international-series-2017/|2017|2985
International Challenge|Budapest|HUN|42nd YONEX Hungarian International 2017|$20,000|https://bwfbadminton.com/results/2905/42nd-yonex-hungarian-international-2017/|2017|2905
Junior International Series|Gentofte|DEN|Danish Junior Cup 2017|none|https://bwfbadminton.com/results/2986/danish-junior-cup-2017/|2017|2986
Grand Prix Gold|Macau|MAC|2017 Macau Open|$120,000|https://bwfbadminton.com/results/2683/2017-macau-open/|2017|2683
International Series|Casablanca|MAR|Morocco International 2017|$8,000|https://bwfbadminton.com/results/2999/morocco-international-2017/|2017|2999
International Series|Islamabad|PAK|YONEX SUNRISE Pakistan International Series 2017|$8,000|https://bwfbadminton.com/results/3115/yonex-sunrise-pakistan-international-series-2017/|2017|3115
Junior International Challenge|Miryang|KOR|YONEX Korea Junior Badminton Championships|none|https://bwfbadminton.com/results/3027/yonex-korea-junior-badminton-championships/|2017|3027
World Superseries Premier|Fuzhou|CHN|TAHOE China Open 2017|$700,000|https://bwfbadminton.com/results/2680/tahoe-china-open/|2017|2680
International Challenge|PasirGudang|MAS|CELCOM AXIATA Malaysia International Challenge 2017|$20,000|https://bwfbadminton.com/results/2859/celcom-axiata-malaysia-international-challenge-2017/|2017|2859
Junior Future Series|Algiers|ALG|Algeria Junior International 2017|none|https://bwfbadminton.com/results/3091/algeria-junior-international-2017/|2017|3091
International Series|Paramaribo|SUR|XI Suriname International|$8,000|https://bwfbadminton.com/results/3000/xi-suriname-international/|2017|3000
International Series|Sandefjord|NOR|Norwegian International 2017|$8,000|https://bwfbadminton.com/results/2950/norwegian-international-2017/|2017|2950
Junior International Series|Orlová-Lutyně|CZE|FZ FORZA Czech Junior 2017|none|https://bwfbadminton.com/results/3001/fz-forza-czech-junior-2017/|2017|3001
World Superseries|Kowloon|HKG|YONEX-SUNRISE Hong Kong Open 2017|$400,000|https://bwfbadminton.com/results/3060/yonex-sunrise-hong-kong-open/|2017|3060
Grand Prix|Glasgow|SCO|2017 Scottish Open Grand Prix|$65,000|https://bwfbadminton.com/results/2681/2017-scottish-open-grand-prix/|2017|2681
Junior International Series|Semnan|IRI|Iran Junior International Series 2017|none|https://bwfbadminton.com/results/2998/iran-junior-international-series-2017/|2017|2998
International Series|Lobatse|BOT|Botswana International 2017|$8,000|https://bwfbadminton.com/results/3029/botswana-international-2017/|2017|3029
International Series|Hyderabad|IND|India International Series 2017|$8,000|https://bwfbadminton.com/results/3058/india-international-series-2017/|2017|3058
Junior Future Series|BuenosAires|ARG|Argentina Junior U19 International 2017|none|https://bwfbadminton.com/results/3093/argentina-junior-u19-international-2017/|2017|3093
Junior International Series|Singapore|SGP|OUE Singapore Youth International Series 2017|none|https://bwfbadminton.com/results/3010/oue-singapore-youth-international-series-2017/|2017|3010
Grand Prix Gold|GwangjuCity|KOR|Gwangju VICTOR Korea Masters 2017|$120,000|https://bwfbadminton.com/results/3163/gwangju-victor-korea-masters-2017/|2017|3163
Future Series|Cardiff|WAL|YONEX Welsh International 2017|none|https://bwfbadminton.com/results/3002/yonex-welsh-international-2017/|2017|3002
International Challenge|Mumbai|IND|TATA Open India International Challenge 2017|$20,000|https://bwfbadminton.com/results/3059/tata-open-india-international-challenge-2017/|2017|3059
International Series|Lusaka|ZAM|Zambia International 2017|$8,000|https://bwfbadminton.com/results/3030/zambia-international-2017/|2017|3030
Junior International Series|CaldasdaRainha|POR|IX Portuguese Junior 2017|none|https://bwfbadminton.com/results/2926/ix-portuguese-junior-2017/|2017|2926
Junior Future Series|Lusaka|ZAM|Zambia Junior International 2017|none|https://bwfbadminton.com/results/3031/zambia-junior-international-2017/|2017|3031
International Challenge|Male'|MDV|Maldives International Challenge 2017 - Cancelled|$20,000|https://bwfbadminton.com/results/2951/maldives-international-challenge-2017-cancelled/|2017|2951
International Series|Blanchardstown|IRL|FZ Forza Irish Open|$8,000|https://bwfbadminton.com/results/3011/fz-forza-irish-open/|2017|3011
International Series|Pretoria|RSA|South Africa International 2017|$8,000|https://bwfbadminton.com/results/3032/south-africa-international-2017/|2017|3032
Junior International Series|Tartu|EST|YONEX Estonian Junior 2017|none|https://bwfbadminton.com/results/3013/yonex-estonian-junior-2017/|2017|3013
Junior Future Series|Pretoria|RSA|South Africa Junior International 2017|none|https://bwfbadminton.com/results/3116/south-africa-junior-international-2017/|2017|3116
World Superseries Premier|Dubai|UAE|Dubai World Superseries Finals 2017|$1,000,000|https://bwfbadminton.com/results/3020/dubai-world-superseries-finals-2017/|2017|3020
Junior International Series|Ankara|TUR|Turkey Junior 2017|none|https://bwfbadminton.com/results/3033/turkey-junior-2017/|2017|3033
International Challenge|Milano|ITA|YONEX Italian International 2017|$20,000|https://bwfbadminton.com/results/3014/yonex-italian-international-2017/|2017|3014
International Series|Ankara|TUR|Turkey International 2017|$8,000|https://bwfbadminton.com/results/3034/turkey-international-2017/|2017|3034
International Challenge|Orange|USA|2017 Yonex/K&D; Graphics International Challenge|$20,000|https://bwfbadminton.com/results/3003/2017-yonex-k-d-graphics-international-challenge/|2017|3003
International Series|Tripureshwor|NEP|YONEX SUNRISE  Nepal International Series 2017|$8,000|https://bwfbadminton.com/results/3015/yonex-sunrise-nepal-international-series-2017/|2017|3015
HSBC BWF World Tour Super 300|Bangkok|THA|PRINCESS SIRIVANNAVARI Thailand Masters 2018|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3139/princess-sirivannavari-thailand-masters-2018/|2018|3139
International Series|Tallinn|EST|YONEX Estonian International 2018|$10,000|https://bwfbadminton.com/results/3016/yonex-estonian-international-2018/|2018|3016
HSBC BWF World Tour Super 500|BukitJalil|MAS|PERODUA Malaysia Masters 2018|$350,000|https://bwfworldtour.bwfbadminton.com/tournament/3143/perodua-malaysia-masters-2018/|2018|3143
International Series|Lund|SWE|Swedish Open 2018|$10,000|https://bwfbadminton.com/results/3004/swedish-open-2018/|2018|3004
Junior International Series|Przemysl|POL|VICTOR Polish Junior 2018|none|https://bwfbadminton.com/results/3092/victor-polish-junior-2018/|2018|3092
HSBC BWF World Tour Super 500|Jakarta|INA|DAIHATSU Indonesia Masters 2018|$350,000|https://bwfworldtour.bwfbadminton.com/tournament/3140/daihatsu-indonesia-masters-2018/|2018|3140
International Series|Reykjavik|ISL|Iceland International 2018|$10,000|https://bwfbadminton.com/results/3094/iceland-international-2018/|2018|3094
Junior International Series|Uppsala|SWE|Swedish Junior 2018|none|https://bwfbadminton.com/results/3006/swedish-junior-2018/|2018|3006
HSBC BWF World Tour Super 500|NewDelhi|IND|YONEX-SUNRISE DR. AKHILESH DAS GUPTA India Open 2018|$350,000|https://bwfworldtour.bwfbadminton.com/tournament/3170/yonex-sunrise-dr-akhilesh-das-gupta-india-open-2018/|2018|3170
Future Series|Auckland|NZL|YONEX North Harbour International 2018|none|https://bwfbadminton.com/results/3232/yonex-north-harbour-international-2018/|2018|3232
International Challenge|Tehran|IRI|The 27th Iran Fajr International Challenge 2018|$25,000|https://bwfbadminton.com/results/3007/the-27th-iran-fajr-international-challenge-2018/|2018|3007
Continental Team Championships|Hamilton|NZL|VICTOR Oceania Team Championships 2018|none|https://bwfbadminton.com/results/3201/victor-oceania-team-championships-2018/|2018|3201
Continental Team Championships|AlorSetar|MAS|E-Plus Badminton Asia Team Championships 2018|none|https://bwfbadminton.com/results/3250/e-plus-badminton-asia-team-championships-2018/|2018|3250
Future Series|Algiers|ALG|Algeria International 2018|none|https://bwfbadminton.com/results/3174/algeria-international-2018/|2018|3174
Continental Individual Championships|Hamilton|NZL|VICTOR Oceania Championships 2018|none|https://bwfbadminton.com/results/3095/victor-oceania-championships-2018/|2018|3095
Junior International Series|Pecs|HUN|8th Multi Alarm Hungarian Junior International 2018|none|https://bwfbadminton.com/results/3108/8th-multi-alarm-hungarian-junior-international-2018/|2018|3108
